sample_set,batch,replicate,sample_id,container_type,hplc_present,matching_measurements,hplc_status,plate_metadata_present,metadata_experiment,metadata_plate,metadata_well,metadata_media,legend_treatment_label,metadata_strain,metadata_date,metadata_comment,metadata_culture_duration_hours,metadata_od750,metadata_support,metadata_data_type,hplc_sample_code,hplc_sample_legend_present,hplc_sample_date,hplc_total_volume_centrifuged_ml_per_falcon,hplc_number_of_falcons,hplc_legend_note_1,hplc_legend_note_2,hplc_quantitative_reference_present,hplc_quantitative_reference_status,group_code,r735_mean,r735_max,r735_sum,r905_mean,r905_max,r905_sum,r1156_mean,r1156_max,r1156_sum,r1408_mean,r1408_max,r1408_sum,r1523_mean,r1523_max,r1523_sum,r1878_mean,r1878_max,r1878_sum,target_source,rhamnose_gL,xylose_gL,glucose_gL,parafac_selected_rank,parafac_score_c1,parafac_score_c2,parafac_score_c3,parafac_score_c4,parafac_score_c5,parafac_score_c6
Pavlovagyrans,2,4,B9,Flask,False,EEM+Raman,reference workbook missing from local extraction,False,,,B9,,,,,,,,,,,False,,,,,,False,No quantitative HPLC reference table found in current folder,EG,0.130977,5.505630,9.430358,23.940369,31.243410,1723.706570,16.024548,51.981900,1169.792037,-5.876240,-0.364868,-458.346712,27.130565,76.890110,1953.400645,1.054268,6.127869,82.232898,unlabelled,,,,6,0.046820398,0.00021444615,1.8733887e-35,0.081446142,2.3004009e-22,0.051526726
Pavlovagyrans,2,4,C1,Flask,False,EEM+Raman,reference workbook missing from local extraction,False,,,C1,,,,,,,,,,,False,,,,,,False,No quantitative HPLC reference table found in current folder,EG,3.355725,7.429932,241.612166,24.085508,32.007460,1734.156590,9.262382,34.959900,676.153909,-5.861257,-1.517632,-457.178028,18.121624,54.090820,1304.756934,3.032910,6.265358,236.566971,unlabelled,,,,6,0.029998276,5.3548188e-05,1.3117071e-27,0.069111826,4.3637617e-21,0.060321202
Pavlovagyrans,2,4,C10,Flask,False,EEM+Raman,reference workbook missing from local extraction,False,,,C10,,,,,,,,,,,False,,,,,,False,No quantitative HPLC reference table found in current folder,EG,1.427289,5.890579,102.764817,24.106009,30.633100,1735.632640,13.810286,46.984300,1008.150878,-5.717702,-1.576599,-445.980777,24.437319,72.058750,1759.486989,1.833133,6.520584,142.984391,unlabelled,,,,6,0.043619213,0.00071962565,1.0906958e-37,0.061347948,5.7518174e-18,0.042002705
Pavlovagyrans,2,4,C11,Flask,False,EEM+Raman,reference workbook missing from local extraction,False,,,C11,,,,,,,,,,,False,,,,,,False,No quantitative HPLC reference table found in current folder,EG,3.299328,9.556778,237.551618,25.103071,31.929310,1807.421120,7.632830,28.034870,557.196593,-5.887554,-1.626816,-459.229219,16.185457,47.510240,1165.352884,4.074647,8.825066,317.822502,unlabelled,,,,6,0.048087369,0.00033886314,9.6474623e-41,0.066797816,1.3991776e-19,0.046861735
Pavlovagyrans,2,4,C2,Flask,False,EEM+Raman,reference workbook missing from local extraction,False,,,C2,,,,,,,,,,,False,,,,,,False,No quantitative HPLC reference table found in current folder,EG,5.553687,8.807785,399.865499,25.536210,31.674950,1838.607150,-1.813970,8.648521,-132.419814,-6.744975,-3.238266,-526.108085,5.198301,16.965750,374.277670,6.336406,10.587600,494.239639,unlabelled,,,,6,0.050470799,8.9060503e-05,1.6385895e-37,0.080700094,3.4814814e-23,0.055516889
Pavlovagyrans,2,4,C3,Flask,False,EEM+Raman,reference workbook missing from local extraction,False,,,C3,,,,,,,,,,,False,,,,,,False,No quantitative HPLC reference table found in current folder,EG,3.716447,6.870911,267.584156,25.033359,31.487340,1802.401870,4.077787,22.051440,297.678474,-6.912945,-2.213036,-539.209706,10.897465,33.313760,784.617464,3.455109,7.544876,269.498533,unlabelled,,,,6,0.04141416,0.00022429266,8.5473085e-35,0.067854918,1.7412386e-20,0.043620189
Pavlovagyrans,2,4,C4,Flask,False,EEM+Raman,reference workbook missing from local extraction,False,,,C4,,,,,,,,,,,False,,,,,,False,No quantitative HPLC reference table found in current folder,EG,2.422582,9.108414,174.425907,25.373895,33.958770,1826.920420,8.199559,31.246510,598.567775,-5.883834,-1.669785,-458.939027,17.240764,49.893890,1241.335009,3.285211,7.239273,256.246486,unlabelled,,,,6,0.032489831,0.00027972091,4.6558704e-32,0.040658431,2.8206139e-10,0.034648328
Pavlovagyrans,2,4,C5,Flask,False,EEM+Raman,reference workbook missing from local extraction,False,,,C5,,,,,,,,,,,False,,,,,,False,No quantitative HPLC reference table found in current folder,EG,2.239776,6.634674,161.263854,24.702546,35.613680,1778.583290,8.281854,32.062500,604.575374,-6.397877,-1.613998,-499.034431,15.932274,46.784420,1147.123740,3.242023,8.253471,252.877810,unlabelled,,,,6,0.033321124,0.00011932918,5.7049264e-26,0.045353018,2.2221898e-09,0.03348009
Pavlovagyrans,2,4,C6,Flask,False,EEM+Raman,reference workbook missing from local extraction,False,,,C6,,,,,,,,,,,False,,,,,,False,No quantitative HPLC reference table found in current folder,EG,30.243245,35.005460,2177.513640,46.804726,57.011810,3369.940250,17.369920,34.142490,1268.004132,1.765820,6.601463,137.733957,15.586283,38.763250,1122.212343,-0.074975,2.174171,-5.848043,unlabelled,,,,6,0.042953095,0.00067778257,1.6701432e-37,0.058052589,2.183935e-16,0.035137378
Pavlovagyrans,2,4,C7,Flask,False,EEM+Raman,reference workbook missing from local extraction,False,,,C7,,,,,,,,,,,False,,,,,,False,No quantitative HPLC reference table found in current folder,EG,1.411842,5.986954,101.652647,24.912081,31.400710,1793.669810,15.981394,50.048580,1166.641782,-5.806215,-0.463516,-452.884808,26.140554,74.915470,1882.119887,2.296869,7.855820,179.155808,unlabelled,,,,6,0.042805672,0.00035050119,4.4730747e-37,0.065294159,2.2913745e-19,0.042002536
Pavlovagyrans,2,4,C8,Flask,False,EEM+Raman,reference workbook missing from local extraction,False,,,C8,,,,,,,,,,,False,,,,,,False,No quantitative HPLC reference table found in current folder,EG,1.995514,6.314911,143.677020,23.690867,31.495540,1705.742460,7.600235,31.287400,554.817170,-5.607207,5.386612,-437.362178,17.565994,50.278340,1264.751591,4.417678,7.957016,344.578872,unlabelled,,,,6,0.035217019,0.00027259024,3.9106382e-33,0.051061472,2.6217721e-14,0.032959423
Pavlovagyrans,2,4,C9,Flask,False,EEM+Raman,reference workbook missing from local extraction,False,,,C9,,,,,,,,,,,False,,,,,,False,No quantitative HPLC reference table found in current folder,EG,2.338761,8.515976,168.390822,25.242669,33.114990,1817.472160,5.366345,29.800800,391.743149,-6.191088,-0.683273,-482.904888,14.841519,42.709000,1068.589400,3.332663,8.512695,259.947694,unlabelled,,,,6,0.040879749,0.00062162294,4.4275288e-35,0.060983715,3.67544e-18,0.037628009
Pavlovagyrans,2,4,D1,Flask,False,EEM+Raman,reference workbook missing from local extraction,False,,,D1,,,,,,,,,,,False,,,,,,False,No quantitative HPLC reference table found in current folder,EG,3.483148,8.235840,250.786691,23.777300,33.307830,1711.965600,4.441703,23.075950,324.244305,-6.426716,-2.985008,-501.283844,12.387845,39.917210,891.924825,4.448875,7.757935,347.012246,unlabelled,,,,6,0.049308664,0.00011399215,1.1912039e-34,0.1041576,6.0013592e-29,0.071686585
Pavlovagyrans,2,4,D10,Flask,False,EEM+Raman,reference workbook missing from local extraction,False,,,D10,,,,,,,,,,,False,,,,,,False,No quantitative HPLC reference table found in current folder,EG,2.916552,9.060684,209.991717,22.077446,27.358840,1589.576080,6.921510,30.512410,505.270244,-6.002296,-0.870804,-468.179089,16.180319,45.472150,1164.982966,4.002525,7.855042,312.196911,unlabelled,,,,6,0.055047333,0.00026320405,2.2665468e-41,0.076442191,1.933311e-23,0.049829622
Pavlovagyrans,2,4,D11,Flask,False,EEM+Raman,reference workbook missing from local extraction,False,,,D11,,,,,,,,,,,False,,,,,,False,No quantitative HPLC reference table found in current folder,EG,3.567294,8.695801,256.845157,25.082224,31.680970,1805.920140,6.631234,29.256420,484.080079,-5.993251,-0.580383,-467.473580,14.386885,45.793200,1035.855754,2.137105,6.295509,166.694153,unlabelled,,,,6,0.039459976,0.00044024384,4.6688546e-36,0.065030407,1.5545337e-18,0.043579957
Pavlovagyrans,2,4,D2,Flask,False,EEM+Raman,reference workbook missing from local extraction,False,,,D2,,,,,,,,,,,False,,,,,,False,No quantitative HPLC reference table found in current folder,EG,2.454387,9.110413,176.715896,23.175663,33.263930,1668.647760,1.894770,19.987430,138.318246,-8.026703,-2.450760,-626.082827,10.007536,31.863880,720.542580,2.796991,6.480820,218.165299,unlabelled,,,,6,0.038832334,0.00015769056,2.3488919e-34,0.061284843,4.3770157e-18,0.042511061
Pavlovagyrans,2,4,D3,Flask,False,EEM+Raman,reference workbook missing from local extraction,False,,,D3,,,,,,,,,,,False,,,,,,False,No quantitative HPLC reference table found in current folder,EG,0.360280,7.356812,25.940156,25.119893,35.110750,1808.632310,13.319928,34.258820,972.354714,1.105339,6.362030,86.216431,19.616333,49.320220,1412.376006,-0.661731,4.330231,-51.615021,unlabelled,,,,6,0.037896438,4.6520375e-05,5.6542235e-34,0.062057248,3.125435e-18,0.045510753
Pavlovagyrans,2,4,D4,Flask,False,EEM+Raman,reference workbook missing from local extraction,False,,,D4,,,,,,,,,,,False,,,,,,False,No quantitative HPLC reference table found in current folder,EG,2.933358,8.159912,211.201764,23.611047,31.800600,1699.995390,2.370765,16.977080,173.065827,-5.605534,-1.574158,-437.231634,9.916400,28.571290,713.980806,4.724356,7.352890,368.499737,unlabelled,,,,6,0.030721027,0.00019285284,8.960044e-31,0.049739445,4.3297459e-13,0.035708269
Pavlovagyrans,2,4,D5,Flask,False,EEM+Raman,reference workbook missing from local extraction,False,,,D5,,,,,,,,,,,False,,,,,,False,No quantitative HPLC reference table found in current folder,EG,27.786407,32.761180,2000.621310,45.166425,51.925540,3251.982600,17.486732,33.978270,1276.531466,2.490957,6.715126,194.294659,16.303154,38.569920,1173.827082,0.075911,3.616989,5.921042,unlabelled,,,,6,0.037077499,0.00052801379,2.569347e-34,0.049802668,4.1282171e-14,0.039152207
Pavlovagyrans,2,4,D6,Flask,False,EEM+Raman,reference workbook missing from local extraction,False,,,D6,,,,,,,,,,,False,,,,,,False,No quantitative HPLC reference table found in current folder,EG,12.198306,18.907750,878.278066,35.186578,43.286640,2533.433640,21.828360,43.169490,1593.470280,5.080700,9.079178,396.294617,22.701082,54.480940,1634.477917,1.306447,4.768433,101.902894,unlabelled,,,,6,0.044269079,0.00023869758,1.4270919e-37,0.062033885,6.9991392e-18,0.039306321
Pavlovagyrans,2,4,D7,Flask,False,EEM+Raman,reference workbook missing from local extraction,False,,,D7,,,,,,,,,,,False,,,,,,False,No quantitative HPLC reference table found in current folder,EG,3.544962,7.938690,255.237288,22.687277,29.404390,1633.483930,1.174430,17.548920,85.733413,-6.743971,-2.766190,-526.029774,9.614434,27.009930,692.239245,3.318609,7.050842,258.851478,unlabelled,,,,6,0.046170894,0.00074770046,2.3669689e-37,0.062826816,3.4310103e-18,0.039552455
Pavlovagyrans,2,4,D8,Flask,False,EEM+Raman,reference workbook missing from local extraction,False,,,D8,,,,,,,,,,,False,,,,,,False,No quantitative HPLC reference table found in current folder,EG,2.044322,5.940063,147.191178,23.481858,32.273990,1690.693770,6.504451,28.372960,474.824887,-5.051751,-0.882217,-394.036578,14.467461,41.371810,1041.657225,2.022331,6.561996,157.741794,unlabelled,,,,6,0.042406851,0.00041367182,1.7488821e-38,0.07130061,1.000541e-22,0.042107015
Pavlovagyrans,2,4,D9,Flask,False,EEM+Raman,reference workbook missing from local extraction,False,,,D9,,,,,,,,,,,False,,,,,,False,No quantitative HPLC reference table found in current folder,EG,3.134378,7.314011,225.675186,24.020452,30.545120,1729.472560,3.811478,21.777180,278.237879,-6.192849,-2.624352,-483.042235,11.797739,33.928220,849.437190,4.019076,6.552986,313.487922,unlabelled,,,,6,0.037227724,0.00023318434,2.3088798e-33,0.05799302,1.9026708e-18,0.042958401
Pavlovagyrans,2,4,E1,Flask,False,EEM+Raman,reference workbook missing from local extraction,False,,,E1,,,,,,,,,,,False,,,,,,False,No quantitative HPLC reference table found in current folder,EG,9.468216,17.127200,681.711542,30.205275,39.991940,2174.779820,34.562102,80.402650,2523.033470,4.102762,9.361389,320.015438,43.299441,106.137400,3117.559770,0.164796,4.227783,12.854067,unlabelled,,,,6,0.046983921,2.0573995e-05,4.9514815e-34,0.10011316,6.8915029e-29,0.090114254
Pavlovagyrans,2,4,E10,Flask,False,EEM+Raman,reference workbook missing from local extraction,False,,,E10,,,,,,,,,,,False,,,,,,False,No quantitative HPLC reference table found in current folder,EG,0.733006,6.687836,52.776444,22.597977,29.887740,1627.054330,18.871351,56.914290,1377.608659,-4.387050,0.447510,-342.189921,29.004069,79.618910,2088.292995,1.373697,6.746323,107.148362,unlabelled,,,,6,0.027643351,0.0004627672,5.9147259e-28,0.045906109,8.3398491e-12,0.032166578
Pavlovagyrans,2,4,E11,Flask,False,EEM+Raman,reference workbook missing from local extraction,False,,,E11,,,,,,,,,,,False,,,,,,False,No quantitative HPLC reference table found in current folder,EG,2.626088,8.926529,189.078371,23.200375,30.340700,1670.427020,3.431784,22.700610,250.520212,-5.819691,-0.716110,-453.935914,10.654117,32.254170,767.096430,2.644389,6.207504,206.262303,unlabelled,,,,6,0.026924092,0.00061821084,3.828845e-27,0.041994286,6.2390707e-10,0.034699311
Pavlovagyrans,2,4,E2,Flask,False,EEM+Raman,reference workbook missing from local extraction,False,,,E2,,,,,,,,,,,False,,,,,,False,No quantitative HPLC reference table found in current folder,EG,2.240110,5.402992,161.287900,21.560735,29.148350,1552.372910,3.725460,21.608540,271.958590,-6.642822,-3.210785,-518.140095,10.060923,30.675640,724.386447,3.358022,7.324867,261.925680,unlabelled,,,,6,0.037247378,0.0001221353,6.6966e-33,0.057893697,1.0597008e-16,0.041327573
Pavlovagyrans,2,4,E3,Flask,False,EEM+Raman,reference workbook missing from local extraction,False,,,E3,,,,,,,,,,,False,,,,,,False,No quantitative HPLC reference table found in current folder,EG,2.570275,6.191589,185.059767,22.013826,28.110930,1584.995490,5.861050,28.165420,427.856650,-5.855870,-0.467918,-456.757854,13.593534,41.750530,978.734436,3.253024,6.295746,253.735854,unlabelled,,,,6,0.024439898,0.00024654317,5.5513294e-24,0.051145714,1.426462e-12,0.034140145
Pavlovagyrans,2,4,E4,Flask,False,EEM+Raman,reference workbook missing from local extraction,False,,,E4,,,,,,,,,,,False,,,,,,False,No quantitative HPLC reference table found in current folder,EG,3.234613,6.916107,232.892122,22.055875,29.722630,1588.023030,3.501922,21.643680,255.640328,-6.345055,-2.296715,-494.914254,10.540279,31.516710,758.900096,2.845326,6.690643,221.935427,unlabelled,,,,6,0.031052802,0.00015528121,1.0297228e-28,0.052294831,4.4408344e-14,0.03791243
Pavlovagyrans,2,4,E5,Flask,False,EEM+Raman,reference workbook missing from local extraction,False,,,E5,,,,,,,,,,,False,,,,,,False,No quantitative HPLC reference table found in current folder,EG,4.803649,8.631332,345.862733,23.937738,29.938900,1723.517150,2.148550,16.710330,156.844138,-5.991859,-1.483238,-467.364987,8.716137,27.045720,627.561871,3.247482,8.565285,253.303572,unlabelled,,,,6,0.026387053,0.000301215,5.5099296e-28,0.041185905,8.0480424e-10,0.033224069
Pavlovagyrans,2,4,E6,Flask,False,EEM+Raman,reference workbook missing from local extraction,False,,,E6,,,,,,,,,,,False,,,,,,False,No quantitative HPLC reference table found in current folder,EG,2.989638,9.762283,215.253907,23.595144,29.926610,1698.850360,8.871632,32.466030,647.629142,-4.407103,0.725944,-343.754016,16.705831,45.138490,1202.819866,3.722562,7.379547,290.359820,unlabelled,,,,6,0.025435328,0.00020561747,4.0839878e-26,0.041525742,2.4509875e-10,0.03151435
Pavlovagyrans,2,4,E7,Flask,False,EEM+Raman,reference workbook missing from local extraction,False,,,E7,,,,,,,,,,,False,,,,,,False,No quantitative HPLC reference table found in current folder,EG,3.024667,8.380371,217.776017,21.545516,30.432130,1551.277120,11.763972,35.456820,858.769927,-5.083388,1.177551,-396.504275,21.239873,56.741460,1529.270891,2.618153,5.871094,204.215943,unlabelled,,,,6,0.028129229,0.00057533222,4.9199097e-29,0.048176304,7.0162406e-13,0.033090422
Pavlovagyrans,2,4,E8,Flask,False,EEM+Raman,reference workbook missing from local extraction,False,,,E8,,,,,,,,,,,False,,,,,,False,No quantitative HPLC reference table found in current folder,EG,-1.157758,3.065262,-83.358552,22.498330,29.524150,1619.879790,20.682846,50.568830,1509.847781,4.753668,10.608250,370.786076,31.872343,71.479810,2294.808720,-0.982469,2.625214,-76.632567,unlabelled,,,,6,0.02647523,0.00031719387,6.675903e-28,0.044600492,2.828278e-11,0.034174762
Pavlovagyrans,2,4,E9,Flask,False,EEM+Raman,reference workbook missing from local extraction,False,,,E9,,,,,,,,,,,False,,,,,,False,No quantitative HPLC reference table found in current folder,EG,1.912768,6.268860,137.719265,22.956208,30.604000,1652.846956,8.127376,31.996950,593.298479,-6.015501,-2.396027,-469.209099,15.291085,42.335250,1100.958110,3.328757,6.603668,259.643039,unlabelled,,,,6,0.026450853,0.00035180526,1.0981799e-26,0.048729771,5.7278097e-13,0.034530564
Pavlovagyrans,2,4,F1,Flask,False,EEM+Raman,reference workbook missing from local extraction,False,,,F1,,,,,,,,,,,False,,,,,,False,No quantitative HPLC reference table found in current folder,EG,3.753754,9.478912,270.270277,21.675065,29.655990,1560.604690,4.485005,23.516590,327.405345,-5.877724,1.428871,-458.462476,11.064376,34.194700,796.635048,2.985382,6.568893,232.859831,unlabelled,,,,6,0.054536025,8.0602688e-05,2.7085255e-37,0.093922043,2.779151e-26,0.063554544
Pavlovagyrans,2,4,F10,Flask,False,EEM+Raman,reference workbook missing from local extraction,False,,,F10,,,,,,,,,,,False,,,,,,False,No quantitative HPLC reference table found in current folder,EG,-1.248237,5.994995,-89.873075,17.370273,25.243130,1250.659635,15.541444,48.513920,1134.525397,1.236832,7.275024,96.472866,30.538410,74.517790,2198.765525,-0.363072,5.818787,-28.319608,unlabelled,,,,6,0.025043276,0.00035894808,1.5588726e-25,0.042094905,4.6199265e-10,0.032696747
Pavlovagyrans,2,4,F11,Flask,False,EEM+Raman,reference workbook missing from local extraction,False,,,F11,,,,,,,,,,,False,,,,,,False,No quantitative HPLC reference table found in current folder,EG,-0.263489,6.240234,-18.971227,23.802354,34.978060,1713.769490,10.877477,33.973180,794.055824,-0.880000,4.777588,-68.639988,18.899593,47.684880,1360.770701,-0.159039,6.373718,-12.405059,unlabelled,,,,6,0.027940546,0.00024309034,2.9280966e-26,0.040961516,1.214879e-08,0.031675696
Pavlovagyrans,2,4,F2,Flask,False,EEM+Raman,reference workbook missing from local extraction,False,,,F2,,,,,,,,,,,False,,,,,,False,No quantitative HPLC reference table found in current folder,EG,2.980970,8.063759,214.629807,21.360861,28.960010,1537.982010,4.130410,19.039220,301.519954,-5.442881,-0.885635,-424.544718,10.876802,34.660460,783.129713,3.122614,5.199104,243.563883,unlabelled,,,,6,0.036898722,0.00043673095,7.9270441e-32,0.067694015,7.0977305e-19,0.039626958
Pavlovagyrans,2,4,F3,Flask,False,EEM+Raman,reference workbook missing from local extraction,False,,,F3,,,,,,,,,,,False,,,,,,False,No quantitative HPLC reference table found in current folder,EG,1.063310,5.954651,76.558338,20.663745,27.350680,1487.789605,14.327967,42.984790,1045.941589,-4.860885,-0.044022,-379.149034,23.212601,66.292950,1671.307252,1.712251,6.078262,133.555542,unlabelled,,,,6,0.02861324,0.00020371743,8.1576188e-29,0.052240687,6.8485505e-14,0.038653587
Pavlovagyrans,2,4,F4,Flask,False,EEM+Raman,reference workbook missing from local extraction,False,,,F4,,,,,,,,,,,False,,,,,,False,No quantitative HPLC reference table found in current folder,EG,0.689946,6.762024,49.676103,21.037509,28.231250,1514.700676,13.423748,44.435290,979.933583,-4.424067,0.249756,-345.077263,23.085970,63.546010,1662.189849,1.326238,6.668709,103.446602,unlabelled,,,,6,0.024823563,0.00013808912,3.762268e-25,0.049163264,1.0420832e-12,0.040001411
Pavlovagyrans,2,4,F5,Flask,False,EEM+Raman,reference workbook missing from local extraction,False,,,F5,,,,,,,,,,,False,,,,,,False,No quantitative HPLC reference table found in current folder,EG,3.829049,8.514191,275.691511,21.295743,27.385570,1533.293461,1.046245,15.572430,76.375915,-6.358832,-2.855972,-495.988865,7.086423,25.801060,510.222435,2.377489,6.158684,185.444106,unlabelled,,,,6,0.022621361,0.00014468654,3.807446e-24,0.04095442,1.8120395e-08,0.031707228
Pavlovagyrans,2,4,F6,Flask,False,EEM+Raman,reference workbook missing from local extraction,False,,,F6,,,,,,,,,,,False,,,,,,False,No quantitative HPLC reference table found in current folder,EG,25.933142,29.786450,1867.186240,40.302610,48.650050,2901.787920,15.316741,28.842910,1118.122106,1.642418,5.827377,128.108600,14.515250,35.734590,1045.098004,-0.288017,2.903183,-22.465339,unlabelled,,,,6,0.021992195,0.00076231868,3.1897249e-24,0.040359588,3.0079419e-08,0.029292706
Pavlovagyrans,2,4,F7,Flask,False,EEM+Raman,reference workbook missing from local extraction,False,,,F7,,,,,,,,,,,False,,,,,,False,No quantitative HPLC reference table found in current folder,EG,2.033432,6.328552,146.407071,19.230656,27.345870,1384.607218,8.436743,38.013230,615.882213,-5.777560,-0.868637,-450.649674,15.782679,48.880940,1136.352862,2.184356,5.057983,170.379792,unlabelled,,,,6,0.02755158,0.00014817539,4.0528038e-30,0.047049248,2.7583076e-13,0.0363011
Pavlovagyrans,2,4,F8,Flask,False,EEM+Raman,reference workbook missing from local extraction,False,,,F8,,,,,,,,,,,False,,,,,,False,No quantitative HPLC reference table found in current folder,EG,3.625375,9.099762,261.026976,22.110409,28.685270,1591.949450,6.465270,29.047180,471.964725,-4.924100,0.095535,-384.079799,14.841847,42.386750,1068.612983,2.859396,6.519073,223.032896,unlabelled,,,,6,0.028938616,0.00020697856,6.7589984e-30,0.046451255,7.7954017e-13,0.036210501
Pavlovagyrans,2,4,F9,Flask,False,EEM+Raman,reference workbook missing from local extraction,False,,,F9,,,,,,,,,,,False,,,,,,False,No quantitative HPLC reference table found in current folder,EG,0.831599,6.307114,59.875138,21.083205,31.576900,1517.990744,10.289735,35.619490,751.150687,-4.635571,-0.875107,-361.574504,18.610813,51.585080,1339.978514,1.414103,4.673286,110.300033,unlabelled,,,,6,0.026568545,0.00040229155,3.3800226e-28,0.045999449,2.0261489e-11,0.031977476
Pavlovagyrans,2,5,A1,Flask,False,EEM+Raman,reference workbook missing from local extraction,False,,,A1,,,,,,,,,,,False,,,,,,False,No quantitative HPLC reference table found in current folder,EG,0.271280,5.349121,19.532152,25.535313,33.335110,1838.542520,35.458343,98.184430,2588.459021,-2.258409,6.687851,-176.155927,49.937672,135.453200,3595.512413,1.029401,5.669647,80.293287,unlabelled,,,,6,0.025607122,1.5373559e-05,8.0727994e-25,0.051872629,1.175342e-10,0.051390858
Pavlovagyrans,2,5,A2,Flask,False,EEM+Raman,reference workbook missing from local extraction,False,,,A2,,,,,,,,,,,False,,,,,,False,No quantitative HPLC reference table found in current folder,EG,-0.169130,8.486084,-12.177368,34.490490,45.877010,2483.315250,104.960192,244.472300,7662.093990,18.150524,31.338500,1415.740839,129.393098,314.683200,9316.303030,-1.241774,3.293213,-96.858336,unlabelled,,,,6,0.047793048,0.00024839303,2.167168e-26,0.10080764,3.0788884e-11,0.073772424
Pavlovagyrans,2,5,A3,Flask,False,EEM+Raman,reference workbook missing from local extraction,False,,,A3,,,,,,,,,,,False,,,,,,False,No quantitative HPLC reference table found in current folder,EG,0.266145,11.342650,19.162473,44.166596,52.041990,3179.994890,249.162252,571.782100,18188.844410,46.013293,67.905640,3589.036850,304.790042,751.924000,21944.883010,-2.457235,6.518311,-191.664309,unlabelled,,,,6,0.036760809,0.00014484332,1.0595887e-19,0.10484436,1.6367496e-08,0.081759843
Pavlovagyrans,2,5,A4,Flask,False,EEM+Raman,reference workbook missing from local extraction,False,,,A4,,,,,,,,,,,False,,,,,,False,No quantitative HPLC reference table found in current folder,EG,13.299078,25.273680,957.533607,70.420928,93.109500,5070.306780,256.357978,544.786400,18714.132400,65.208570,90.660770,5086.268450,291.453994,702.918200,20984.687540,2.277290,16.967650,177.628659,unlabelled,,,,6,0.030864972,0.00032976024,5.2705856e-16,0.077953599,0.0073715804,0.064717783
Pavlovagyrans,2,5,A5,Flask,False,EEM+Raman,reference workbook missing from local extraction,False,,,A5,,,,,,,,,,,False,,,,,,False,No quantitative HPLC reference table found in current folder,EG,5.277605,17.072510,379.987551,47.573281,60.212520,3425.276220,291.293443,652.669600,21264.421350,34.115104,62.489990,2660.978150,351.846154,927.690800,25332.923080,-0.987411,6.678101,-77.018059,unlabelled,,,,6,0.030474633,1.1998566e-05,2.3093656e-15,0.067128743,0.010870244,0.055234202
Pavlovagyrans,2,5,A6,Flask,False,EEM+Raman,reference workbook missing from local extraction,False,,,A6,,,,,,,,,,,False,,,,,,False,No quantitative HPLC reference table found in current folder,EG,-0.155310,12.424990,-11.182308,39.387940,49.577150,2835.931660,222.032909,503.953500,16208.402370,21.247430,43.584840,1657.299578,273.649088,724.796900,19702.734340,-3.206379,4.636841,-250.097534,unlabelled,,,,6,0.029075717,0.00021211233,2.5108429e-12,0.0773012,0.010315901,0.059693559
Pavlovagyrans,2,5,A7,Flask,False,EEM+Raman,reference workbook missing from local extraction,False,,,A7,,,,,,,,,,,False,,,,,,False,No quantitative HPLC reference table found in current folder,EG,2.926564,16.091670,210.712590,42.654760,55.898930,3071.142700,237.466728,533.459800,17335.071150,30.735552,50.400880,2397.373040,289.822631,761.976800,20867.229460,-1.546412,7.372070,-120.620119,unlabelled,,,,6,0.034839968,0.00012480395,9.1820458e-16,0.0914315,0.006552762,0.067052379
Pavlovagyrans,2,5,A8,Flask,False,EEM+Raman,reference workbook missing from local extraction,False,,,A8,,,,,,,,,,,False,,,,,,False,No quantitative HPLC reference table found in current folder,EG,10.255540,24.073730,738.398901,55.201214,69.953370,3974.487390,218.219998,479.666100,15930.059880,34.158543,56.079590,2664.366320,255.853357,665.584800,18421.441720,-1.113073,9.180054,-86.819695,unlabelled,,,,6,0.02921186,7.0760127e-05,6.8394702e-15,0.068022578,0.010161053,0.049191435
Pavlovagyrans,2,5,B1,Flask,False,EEM+Raman,reference workbook missing from local extraction,False,,,B1,,,,,,,,,,,False,,,,,,False,No quantitative HPLC reference table found in current folder,EG,0.316833,5.554718,22.811978,28.077103,38.000950,2021.551420,37.549214,96.081760,2741.092620,3.167557,13.670650,247.069476,53.353047,127.662400,3841.419349,-0.021621,6.640900,-1.686400,unlabelled,,,,6,0.035732025,7.1386538e-06,5.3261739e-25,0.065679273,5.5473736e-16,0.07153379
Pavlovagyrans,2,5,B2,Flask,False,EEM+Raman,reference workbook missing from local extraction,False,,,B2,,,,,,,,,,,False,,,,,,False,No quantitative HPLC reference table found in current folder,EG,-1.687795,3.628113,-121.521241,28.183274,39.043790,2029.195760,69.643579,169.908300,5083.981260,8.621299,20.189790,672.461311,89.384470,219.326800,6435.681820,-3.126572,1.380371,-243.872590,unlabelled,,,,6,0.046534507,0.00022013175,4.1815169e-28,0.066843254,1.4672765e-05,0.049995192
Pavlovagyrans,2,5,B3,Flask,False,EEM+Raman,reference workbook missing from local extraction,False,,,B3,,,,,,,,,,,False,,,,,,False,No quantitative HPLC reference table found in current folder,EG,0.988507,12.911500,71.172478,40.626049,50.975830,2925.075520,195.843359,453.850600,14296.565190,29.000160,53.016300,2262.012460,233.859861,587.839100,16837.909990,-1.688236,5.877441,-131.682375,unlabelled,,,,6,0.041455743,0.00045795351,1.8398724e-24,0.067644301,0.0034761309,0.047332937
